Investor_ID,Gender,Age,Age_Group,Income_Bracket,Occupation,City_Type,Investment_Type,Investment_Source,Investment_Duration,Invest_Monitor,Risk_Profile,Investment_Mode,Risk_Tolerance_Score,Panic_Withdrawal,Invested_Amount,Current_Value,Investment_Start_Year,Market_Phase,Investment_Objective
INV0522,Male,47,Gen X,Medium,Salaried,Non-Metro,Equity,Newspaper,3–5,Daily,High,Lump_Sum,8,No,250000,309222,2015,Bull,Tax
INV0523,Male,40,Millennial,Medium,Self-Employed,Metro,Equity,Internet,3–5,Weekly,High,SIP,9,No,625000,494506,2020,Bear,Wealth
INV0524,Female,24,Gen Z,Low,Salaried,Non-Metro,Gold,Internet,1–3,Daily,Moderate,SIP,6,No,955000,1488432,2019,Bull,Wealth
INV0525,Female,51,Gen X,Medium,Salaried,Non-Metro,PPF,Newspaper,>5,Daily,Low,Lump_Sum,3,Yes,425000,493882,2016,Bull,Tax
INV0526,Male,32,Millennial,Medium,Salaried,Metro,FD,Internet,>5,Weekly,Low,Lump_Sum,3,Yes,715000,780997,2015,Volatile,Tax
INV0527,Female,28,Millennial,Medium,Salaried,Metro,MF,Internet,1–3,Daily,Moderate,Lump_Sum,7,No,585000,651673,2016,Bull,Wealth
INV0528,Male,34,Millennial,Low,Self-Employed,Non-Metro,Bonds,TV,1–3,Daily,Low,SIP,3,Yes,290000,315346,2023,Volatile,Safety
INV0529,Female,47,Gen X,Low,Salaried,Metro,PPF,Internet,<1,Daily,Low,Lump_Sum,1,Yes,845000,854036,2019,Volatile,Wealth
INV0530,Female,35,Millennial,Medium,Salaried,Non-Metro,MF,Internet,3–5,Weekly,High,Lump_Sum,9,No,465000,555407,2016,Volatile,Tax
INV0531,Male,65,Boomer,Medium,Salaried,Non-Metro,Equity,Consultant,>5,Weekly,High,SIP,8,No,995000,964879,2023,Volatile,Tax
INV0532,Male,22,Gen Z,Low,Self-Employed,Metro,MF,Internet,<1,Weekly,Moderate,Lump_Sum,7,No,240000,309089,2019,Bull,Tax
INV0533,Female,37,Millennial,Medium,Salaried,Metro,Bonds,Consultant,1–3,Monthly,Low,Lump_Sum,1,No,470000,471324,2018,Volatile,Wealth
INV0534,Male,25,Gen Z,High,Self-Employed,Metro,Equity,TV,<1,Monthly,High,SIP,9,No,115000,162976,2016,Bull,Wealth
INV0535,Male,35,Millennial,Low,Salaried,Non-Metro,Gold,Newspaper,3–5,Weekly,Moderate,SIP,4,No,590000,701048,2018,Bull,Wealth
INV0536,Female,40,Millennial,High,Salaried,Non-Metro,Bonds,Internet,1–3,Weekly,Moderate,SIP,6,No,600000,676858,2024,Volatile,Safety
INV0537,Male,52,Gen X,High,Salaried,Metro,Equity,TV,1–3,Weekly,High,SIP,10,No,410000,345952,2019,Bear,Tax
INV0538,Female,26,Millennial,Low,Salaried,Metro,Bonds,Internet,1–3,Weekly,Low,Lump_Sum,1,Yes,525000,532985,2021,Volatile,Wealth
INV0539,Male,59,Boomer,Medium,Salaried,Non-Metro,Equity,Consultant,>5,Monthly,High,Lump_Sum,10,No,955000,999490,2020,Volatile,Tax
INV0540,Female,25,Gen Z,High,Self-Employed,Metro,Gold,Internet,<1,Monthly,Moderate,Lump_Sum,6,No,820000,708371,2017,Bear,Tax
INV0541,Male,38,Millennial,Medium,Self-Employed,Non-Metro,Bonds,Internet,1–3,Monthly,Low,Lump_Sum,2,No,290000,337212,2016,Volatile,Wealth
INV0542,Female,49,Gen X,Medium,Salaried,Metro,Equity,Newspaper,>5,Monthly,High,SIP,10,No,860000,1192223,2016,Bull,Safety
INV0543,Female,31,Millennial,Medium,Self-Employed,Metro,PPF,Internet,<1,Monthly,Low,SIP,3,Yes,600000,570714,2019,Volatile,Wealth
INV0544,Male,30,Millennial,Medium,Salaried,Metro,MF,Internet,3–5,Monthly,Moderate,SIP,4,No,570000,490304,2018,Bear,Safety
INV0545,Male,28,Millennial,Low,Salaried,Metro,Bonds,Internet,1–3,Monthly,Low,SIP,1,Yes,900000,1252100,2019,Bull,Safety
INV0546,Male,28,Millennial,Medium,Salaried,Non-Metro,Bonds,Newspaper,1–3,Weekly,Moderate,SIP,5,No,485000,581919,2020,Volatile,Safety
INV0547,Female,45,Gen X,Medium,Salaried,Metro,FD,TV,3–5,Monthly,Low,SIP,2,No,820000,952386,2017,Bull,Tax
INV0548,Female,37,Millennial,Medium,Self-Employed,Non-Metro,MF,Internet,>5,Monthly,Moderate,Lump_Sum,4,No,510000,592635,2015,Volatile,Safety
INV0549,Female,42,Gen X,Low,Salaried,Non-Metro,Bonds,Consultant,>5,Weekly,Moderate,Lump_Sum,6,No,540000,533605,2016,Volatile,Wealth
INV0550,Male,31,Millennial,Low,Self-Employed,Metro,MF,Consultant,>5,Monthly,High,SIP,9,No,740000,719480,2022,Volatile,Wealth
INV0551,Male,64,Boomer,Low,Self-Employed,Metro,Bonds,TV,1–3,Weekly,Moderate,Lump_Sum,6,No,205000,225426,2022,Volatile,Safety
INV0552,Female,62,Boomer,Low,Self-Employed,Non-Metro,Equity,TV,>5,Monthly,High,SIP,10,No,870000,987906,2021,Volatile,Safety
INV0553,Male,49,Gen X,Low,Salaried,Metro,Gold,Consultant,1–3,Monthly,Moderate,SIP,6,No,210000,202299,2024,Bear,Safety
INV0554,Male,58,Boomer,Medium,Salaried,Metro,Bonds,Consultant,3–5,Monthly,Moderate,Lump_Sum,7,No,895000,967034,2017,Volatile,Wealth
INV0555,Male,47,Gen X,Medium,Salaried,Metro,Bonds,TV,<1,Weekly,Moderate,Lump_Sum,4,No,455000,451663,2015,Volatile,Safety
INV0556,Female,29,Millennial,High,Self-Employed,Metro,Equity,TV,<1,Monthly,High,Lump_Sum,8,No,315000,363642,2017,Volatile,Safety
INV0557,Male,36,Millennial,High,Self-Employed,Non-Metro,Gold,Consultant,1–3,Daily,Moderate,Lump_Sum,5,No,590000,542490,2021,Bear,Safety
INV0558,Female,47,Gen X,Low,Self-Employed,Metro,Equity,Internet,3–5,Monthly,High,SIP,9,No,435000,451207,2015,Volatile,Wealth
INV0559,Female,30,Millennial,Medium,Salaried,Metro,Gold,Internet,1–3,Monthly,Moderate,Lump_Sum,4,No,235000,238047,2016,Volatile,Safety
INV0560,Male,65,Boomer,High,Salaried,Non-Metro,FD,Consultant,3–5,Monthly,Low,Lump_Sum,1,No,90000,104346,2021,Bull,Wealth
INV0561,Male,41,Gen X,Medium,Salaried,Non-Metro,MF,Consultant,1–3,Monthly,High,Lump_Sum,8,No,200000,231662,2020,Bull,Wealth
INV0562,Male,63,Boomer,Low,Salaried,Metro,Bonds,Consultant,1–3,Monthly,Low,SIP,2,Yes,175000,220957,2024,Bull,Tax
INV0563,Male,56,Boomer,Medium,Self-Employed,Metro,Equity,Internet,3–5,Monthly,High,SIP,9,No,890000,1378433,2016,Bull,Wealth
INV0564,Male,60,Boomer,Low,Salaried,Metro,Equity,Consultant,3–5,Monthly,High,SIP,10,No,205000,277380,2015,Bull,Wealth
INV0565,Male,56,Boomer,Medium,Self-Employed,Metro,MF,Consultant,3–5,Daily,High,SIP,9,No,450000,475559,2022,Volatile,Safety
INV0566,Male,44,Gen X,Medium,Self-Employed,Metro,MF,Consultant,>5,Monthly,Moderate,SIP,4,No,325000,350198,2024,Volatile,Wealth
INV0567,Female,61,Boomer,Low,Salaried,Metro,Bonds,TV,1–3,Weekly,Moderate,SIP,7,No,310000,285561,2017,Volatile,Tax
INV0568,Male,62,Boomer,Medium,Salaried,Non-Metro,PPF,Newspaper,1–3,Monthly,Low,Lump_Sum,3,Yes,145000,179084,2024,Bull,Tax
INV0569,Female,65,Boomer,Low,Salaried,Metro,MF,Consultant,1–3,Daily,Moderate,Lump_Sum,5,No,530000,835222,2021,Bull,Safety
INV0570,Male,29,Millennial,Medium,Self-Employed,Metro,Bonds,TV,3–5,Weekly,Low,SIP,2,Yes,265000,333634,2016,Bull,Safety
INV0571,Female,33,Millennial,High,Self-Employed,Non-Metro,Bonds,Internet,1–3,Monthly,Moderate,SIP,7,No,210000,197988,2017,Volatile,Tax
INV0572,Male,39,Millennial,High,Salaried,Metro,Equity,Consultant,1–3,Weekly,High,SIP,10,No,415000,407839,2022,Volatile,Wealth
INV0573,Female,36,Millennial,Medium,Salaried,Metro,Bonds,Consultant,3–5,Monthly,Low,SIP,2,Yes,415000,571488,2015,Bull,Wealth
INV0574,Female,22,Gen Z,Medium,Self-Employed,Metro,Equity,Internet,3–5,Monthly,High,SIP,9,No,590000,655358,2015,Volatile,Tax
INV0575,Male,37,Millennial,Medium,Self-Employed,Non-Metro,MF,TV,1–3,Daily,High,SIP,9,No,590000,795174,2020,Bull,Wealth
INV0576,Female,29,Millennial,High,Salaried,Metro,PPF,Consultant,1–3,Daily,Low,SIP,2,No,325000,318748,2024,Bear,Safety
INV0577,Male,63,Boomer,High,Self-Employed,Non-Metro,Bonds,Consultant,1–3,Daily,Low,SIP,1,Yes,500000,376107,2017,Bear,Wealth
INV0578,Male,34,Millennial,Medium,Self-Employed,Metro,FD,Newspaper,1–3,Weekly,Low,Lump_Sum,1,Yes,280000,247549,2020,Bear,Wealth
INV0579,Female,50,Gen X,Low,Salaried,Metro,MF,TV,<1,Weekly,Moderate,SIP,4,No,255000,365441,2020,Bull,Safety
INV0580,Female,64,Boomer,Low,Salaried,Metro,PPF,Newspaper,3–5,Weekly,Low,Lump_Sum,3,No,190000,299979,2021,Bull,Safety
INV0581,Male,30,Millennial,Medium,Salaried,Non-Metro,Bonds,Internet,3–5,Weekly,Moderate,Lump_Sum,6,No,670000,516337,2019,Bear,Wealth
INV0582,Male,61,Boomer,Medium,Salaried,Metro,Gold,Consultant,>5,Daily,Moderate,SIP,5,No,980000,1029686,2016,Volatile,Wealth
INV0583,Male,59,Boomer,Low,Salaried,Metro,PPF,TV,1–3,Monthly,Low,SIP,3,Yes,945000,858369,2023,Bear,Wealth
INV0584,Female,43,Gen X,Medium,Salaried,Non-Metro,PPF,TV,>5,Monthly,Low,SIP,2,Yes,100000,110026,2015,Bull,Tax
INV0585,Male,42,Gen X,Low,Salaried,Non-Metro,PPF,Newspaper,1–3,Weekly,Low,Lump_Sum,3,Yes,755000,854010,2015,Volatile,Wealth
INV0586,Female,45,Gen X,Medium,Salaried,Non-Metro,MF,Internet,<1,Daily,Moderate,SIP,5,No,100000,139328,2024,Bull,Safety
INV0587,Male,63,Boomer,Low,Salaried,Metro,Equity,TV,>5,Daily,High,Lump_Sum,10,No,210000,251129,2017,Bull,Tax
INV0588,Female,38,Millennial,High,Salaried,Non-Metro,PPF,Newspaper,>5,Weekly,Low,SIP,2,Yes,940000,932359,2024,Bear,Wealth
INV0589,Male,58,Boomer,High,Self-Employed,Non-Metro,MF,Consultant,1–3,Monthly,High,Lump_Sum,9,No,545000,556038,2021,Volatile,Wealth
INV0590,Male,33,Millennial,Low,Salaried,Non-Metro,Equity,TV,3–5,Weekly,High,Lump_Sum,9,No,955000,780357,2018,Bear,Wealth
INV0591,Male,36,Millennial,Medium,Salaried,Non-Metro,MF,Newspaper,3–5,Monthly,Moderate,SIP,5,No,730000,845407,2018,Bull,Tax
INV0592,Female,62,Boomer,Medium,Self-Employed,Non-Metro,PPF,Consultant,1–3,Monthly,Low,Lump_Sum,3,Yes,330000,307764,2015,Bear,Wealth
INV0593,Male,38,Millennial,Medium,Self-Employed,Non-Metro,Bonds,Consultant,1–3,Monthly,Low,Lump_Sum,2,No,310000,354966,2024,Volatile,Wealth
INV0594,Male,39,Millennial,Medium,Self-Employed,Non-Metro,Gold,Internet,1–3,Monthly,Moderate,Lump_Sum,4,No,280000,242157,2016,Bear,Safety
INV0595,Male,33,Millennial,Medium,Self-Employed,Metro,MF,Internet,>5,Monthly,Moderate,Lump_Sum,5,No,230000,261285,2018,Bull,Wealth
INV0596,Female,63,Boomer,Low,Salaried,Non-Metro,Equity,Internet,<1,Daily,High,SIP,10,No,365000,542046,2015,Bull,Wealth
INV0597,Male,62,Boomer,High,Salaried,Non-Metro,Gold,Newspaper,<1,Monthly,Moderate,SIP,6,No,440000,556986,2022,Bull,Wealth
INV0598,Female,25,Gen Z,Medium,Salaried,Non-Metro,MF,Internet,>5,Daily,Moderate,SIP,5,No,340000,446613,2018,Bull,Wealth
INV0599,Female,63,Boomer,Low,Self-Employed,Metro,PPF,Internet,<1,Daily,Low,SIP,2,No,835000,1057830,2020,Bull,Wealth
INV0600,Male,27,Millennial,Medium,Salaried,Metro,MF,Internet,3–5,Monthly,Moderate,Lump_Sum,7,No,180000,147199,2019,Bear,Wealth
INV0601,Female,45,Gen X,High,Self-Employed,Metro,Bonds,Consultant,<1,Weekly,Low,SIP,3,No,190000,263895,2022,Bull,Safety
INV0602,Male,39,Millennial,Low,Self-Employed,Metro,Bonds,Internet,3–5,Weekly,Moderate,SIP,6,No,885000,1381310,2020,Bull,Wealth
INV0603,Female,57,Boomer,Medium,Salaried,Metro,Bonds,Consultant,3–5,Monthly,Low,Lump_Sum,2,No,160000,155289,2018,Volatile,Wealth
INV0604,Female,23,Gen Z,Medium,Self-Employed,Non-Metro,Bonds,Internet,>5,Monthly,Moderate,Lump_Sum,6,No,230000,220527,2019,Bear,Tax
INV0605,Male,48,Gen X,Low,Salaried,Non-Metro,PPF,Consultant,3–5,Weekly,Low,Lump_Sum,3,Yes,790000,728483,2016,Volatile,Safety
INV0606,Male,32,Millennial,Low,Salaried,Metro,MF,Internet,1–3,Daily,Moderate,Lump_Sum,7,No,430000,447653,2023,Volatile,Tax
INV0607,Male,50,Gen X,Low,Salaried,Non-Metro,MF,Consultant,<1,Monthly,High,SIP,10,No,960000,1102901,2022,Volatile,Safety
INV0608,Female,54,Gen X,Medium,Salaried,Metro,Equity,Consultant,3–5,Weekly,High,Lump_Sum,9,No,550000,655515,2015,Bull,Tax
INV0609,Male,57,Boomer,High,Salaried,Metro,MF,Newspaper,1–3,Weekly,Moderate,SIP,7,No,180000,205002,2019,Bull,Tax
INV0610,Male,43,Gen X,Low,Salaried,Metro,Equity,Internet,1–3,Daily,High,Lump_Sum,10,No,390000,445582,2015,Bull,Tax
INV0611,Female,24,Gen Z,Low,Salaried,Non-Metro,Bonds,Internet,3–5,Weekly,Moderate,Lump_Sum,6,No,505000,602038,2021,Volatile,Tax
INV0612,Female,28,Millennial,Medium,Self-Employed,Metro,FD,TV,1–3,Monthly,Low,SIP,3,No,240000,345884,2019,Bull,Wealth
INV0613,Male,62,Boomer,High,Salaried,Metro,Bonds,Newspaper,>5,Weekly,Low,SIP,3,No,620000,586729,2023,Bear,Wealth
INV0614,Female,45,Gen X,Low,Self-Employed,Non-Metro,Gold,Internet,>5,Monthly,Moderate,Lump_Sum,4,No,65000,76135,2022,Bull,Safety
INV0615,Male,57,Boomer,Medium,Salaried,Metro,PPF,Consultant,1–3,Daily,Low,SIP,2,No,655000,651476,2022,Bear,Safety
INV0616,Male,50,Gen X,High,Self-Employed,Metro,Bonds,TV,3–5,Monthly,Moderate,SIP,5,No,705000,677652,2022,Bear,Safety
INV0617,Male,45,Gen X,Medium,Salaried,Metro,MF,Consultant,3–5,Monthly,High,SIP,10,No,245000,373999,2023,Bull,Wealth
INV0618,Female,32,Millennial,High,Salaried,Non-Metro,Bonds,Consultant,3–5,Monthly,Moderate,SIP,6,No,280000,410448,2016,Bull,Safety
INV0619,Female,47,Gen X,Low,Salaried,Metro,Gold,Newspaper,<1,Weekly,Moderate,Lump_Sum,4,No,650000,762291,2023,Bull,Wealth
INV0620,Male,58,Boomer,High,Self-Employed,Metro,Bonds,Internet,1–3,Daily,Moderate,SIP,7,No,370000,336301,2021,Bear,Wealth
INV0621,Female,26,Millennial,Medium,Salaried,Non-Metro,Equity,TV,1–3,Daily,High,Lump_Sum,9,No,430000,340187,2021,Bear,Wealth
INV0622,Female,48,Gen X,Medium,Self-Employed,Metro,Gold,Newspaper,>5,Monthly,Moderate,SIP,6,No,145000,211897,2024,Bull,Tax
INV0623,Female,31,Millennial,Medium,Self-Employed,Non-Metro,MF,TV,1–3,Daily,Moderate,SIP,6,No,910000,1185905,2020,Bull,Tax
INV0624,Female,22,Gen Z,High,Self-Employed,Non-Metro,Equity,Consultant,>5,Weekly,High,SIP,10,No,815000,1050354,2023,Bull,Wealth
INV0625,Male,34,Millennial,Medium,Salaried,Metro,Bonds,Internet,>5,Weekly,Low,SIP,2,Yes,715000,710365,2023,Bear,Wealth
INV0626,Female,33,Millennial,Medium,Salaried,Metro,Bonds,Internet,3–5,Weekly,Moderate,Lump_Sum,7,No,840000,992351,2019,Volatile,Safety
INV0627,Male,28,Millennial,High,Salaried,Non-Metro,MF,Consultant,3–5,Monthly,Moderate,SIP,7,No,615000,646370,2016,Volatile,Safety
INV0628,Female,64,Boomer,High,Salaried,Non-Metro,FD,Newspaper,>5,Weekly,Low,Lump_Sum,2,No,875000,810213,2022,Bear,Tax
INV0629,Female,22,Gen Z,High,Salaried,Metro,Bonds,Consultant,<1,Monthly,Moderate,Lump_Sum,5,No,80000,94135,2015,Bull,Wealth
INV0630,Female,55,Gen X,Medium,Self-Employed,Non-Metro,MF,Internet,3–5,Monthly,High,SIP,9,No,210000,206818,2024,Bear,Wealth
INV0631,Female,33,Millennial,High,Salaried,Metro,Bonds,Internet,3–5,Weekly,Low,SIP,3,No,250000,296152,2019,Volatile,Wealth
INV0632,Male,27,Millennial,Medium,Salaried,Metro,MF,Internet,1–3,Monthly,High,SIP,9,No,860000,780772,2017,Bear,Wealth
INV0633,Male,37,Millennial,Low,Salaried,Metro,Bonds,Consultant,1–3,Monthly,Moderate,Lump_Sum,7,No,790000,916464,2015,Volatile,Wealth
INV0634,Male,60,Boomer,Low,Salaried,Non-Metro,MF,Consultant,1–3,Daily,High,Lump_Sum,8,No,140000,122028,2015,Bear,Tax
INV0635,Female,35,Millennial,Medium,Salaried,Non-Metro,PPF,TV,1–3,Monthly,Low,SIP,3,Yes,485000,774481,2015,Bull,Wealth
INV0636,Male,61,Boomer,Low,Self-Employed,Non-Metro,Bonds,Consultant,3–5,Daily,Low,SIP,1,No,85000,107420,2016,Bull,Wealth
INV0637,Female,30,Millennial,Low,Salaried,Metro,Bonds,Consultant,1–3,Weekly,Moderate,Lump_Sum,5,No,370000,438997,2021,Bull,Tax
INV0638,Female,39,Millennial,Low,Self-Employed,Metro,Gold,Internet,>5,Weekly,Moderate,SIP,4,No,845000,656471,2019,Bear,Wealth
INV0639,Female,34,Millennial,Medium,Salaried,Metro,Bonds,Internet,1–3,Monthly,Low,SIP,1,No,555000,420404,2023,Bear,Wealth
INV0640,Female,42,Gen X,High,Salaried,Metro,MF,TV,<1,Weekly,Moderate,Lump_Sum,6,No,470000,453141,2015,Volatile,Tax
INV0641,Male,42,Gen X,Medium,Salaried,Non-Metro,Bonds,Internet,3–5,Monthly,Low,SIP,2,No,875000,898209,2016,Volatile,Safety
INV0642,Female,42,Gen X,Low,Salaried,Metro,Bonds,Consultant,1–3,Monthly,Moderate,SIP,5,No,350000,312936,2024,Bear,Wealth
INV0643,Male,63,Boomer,High,Salaried,Non-Metro,MF,Consultant,3–5,Daily,High,SIP,9,No,975000,804618,2016,Bear,Wealth
INV0644,Female,44,Gen X,Low,Self-Employed,Metro,Bonds,Consultant,1–3,Monthly,Moderate,Lump_Sum,7,No,840000,651576,2016,Bear,Wealth
INV0645,Male,22,Gen Z,Low,Salaried,Non-Metro,FD,Internet,>5,Weekly,Low,SIP,3,No,115000,112459,2015,Volatile,Safety
INV0646,Male,29,Millennial,High,Salaried,Metro,Bonds,Consultant,>5,Monthly,Moderate,Lump_Sum,7,No,455000,696581,2016,Bull,Safety
INV0647,Female,48,Gen X,Medium,Salaried,Metro,MF,Newspaper,3–5,Daily,High,SIP,8,No,960000,739870,2019,Bear,Tax
INV0648,Male,37,Millennial,Medium,Salaried,Metro,Bonds,Internet,1–3,Daily,Moderate,Lump_Sum,4,No,725000,764279,2018,Volatile,Wealth
INV0649,Female,41,Gen X,Medium,Self-Employed,Metro,Bonds,Internet,1–3,Monthly,Moderate,SIP,4,No,290000,222476,2018,Bear,Wealth
INV0650,Female,65,Boomer,High,Salaried,Metro,Bonds,Newspaper,<1,Weekly,Low,SIP,2,Yes,725000,750949,2022,Volatile,Wealth
INV0651,Male,57,Boomer,Medium,Salaried,Metro,MF,Consultant,1–3,Daily,Moderate,SIP,6,No,590000,565325,2021,Volatile,Wealth
INV0652,Female,33,Millennial,Medium,Salaried,Metro,MF,Consultant,<1,Daily,Moderate,SIP,4,No,130000,177588,2019,Bull,Wealth
INV0653,Female,61,Boomer,Medium,Salaried,Non-Metro,Bonds,Internet,3–5,Weekly,Moderate,SIP,5,No,810000,798978,2019,Volatile,Wealth
INV0654,Female,33,Millennial,Medium,Self-Employed,Non-Metro,FD,Internet,>5,Daily,Low,SIP,2,Yes,475000,358723,2022,Bear,Safety
INV0655,Male,26,Millennial,Medium,Self-Employed,Metro,Equity,Newspaper,1–3,Daily,High,Lump_Sum,10,No,920000,1101354,2015,Volatile,Safety
INV0656,Male,55,Gen X,High,Self-Employed,Metro,Equity,TV,3–5,Monthly,High,SIP,8,No,635000,478402,2019,Bear,Wealth
INV0657,Female,43,Gen X,Low,Self-Employed,Non-Metro,PPF,Consultant,3–5,Daily,Low,Lump_Sum,3,Yes,995000,1103198,2018,Volatile,Wealth
INV0658,Male,35,Millennial,Low,Self-Employed,Non-Metro,MF,Newspaper,>5,Weekly,High,SIP,9,No,495000,577367,2019,Volatile,Wealth
INV0659,Female,48,Gen X,Medium,Salaried,Metro,Equity,TV,3–5,Monthly,High,Lump_Sum,10,No,190000,188549,2020,Bear,Wealth
INV0660,Male,65,Boomer,Medium,Salaried,Non-Metro,PPF,Newspaper,<1,Weekly,Low,SIP,3,Yes,805000,628591,2018,Bear,Wealth
INV0661,Female,22,Gen Z,Medium,Self-Employed,Metro,Gold,Internet,3–5,Daily,Moderate,Lump_Sum,5,No,395000,372403,2016,Volatile,Tax
INV0662,Male,49,Gen X,Low,Salaried,Non-Metro,Bonds,Internet,>5,Monthly,Moderate,SIP,7,No,445000,423635,2019,Volatile,Wealth
INV0663,Male,42,Gen X,Medium,Salaried,Metro,Bonds,Internet,3–5,Monthly,Moderate,SIP,5,No,530000,790337,2023,Bull,Safety
INV0664,Male,28,Millennial,Medium,Self-Employed,Metro,Bonds,Consultant,1–3,Monthly,Moderate,SIP,6,No,765000,851606,2022,Bull,Safety
INV0665,Male,27,Millennial,Medium,Salaried,Metro,Bonds,Internet,3–5,Weekly,Low,SIP,3,No,565000,810797,2021,Bull,Wealth
INV0666,Female,55,Gen X,High,Salaried,Metro,Gold,Consultant,1–3,Weekly,Moderate,SIP,6,No,205000,301398,2020,Bull,Tax
INV0667,Male,25,Gen Z,Medium,Salaried,Non-Metro,PPF,Internet,3–5,Monthly,Low,Lump_Sum,3,No,305000,284995,2024,Volatile,Wealth
INV0668,Male,60,Boomer,Medium,Salaried,Metro,Equity,Consultant,<1,Weekly,High,SIP,9,No,745000,916451,2017,Bull,Tax
INV0669,Male,50,Gen X,Medium,Salaried,Metro,Bonds,Internet,3–5,Weekly,Low,Lump_Sum,3,Yes,680000,686937,2016,Volatile,Wealth
INV0670,Male,46,Gen X,Medium,Self-Employed,Metro,Equity,TV,3–5,Daily,High,SIP,8,No,100000,97702,2024,Bear,Wealth
INV0671,Female,30,Millennial,High,Salaried,Metro,MF,Internet,1–3,Monthly,High,SIP,9,No,130000,123805,2021,Volatile,Wealth
INV0672,Female,63,Boomer,Medium,Self-Employed,Metro,Bonds,Newspaper,>5,Weekly,Moderate,SIP,5,No,890000,849160,2022,Volatile,Tax
INV0673,Female,54,Gen X,Low,Salaried,Non-Metro,Equity,TV,<1,Monthly,High,SIP,10,No,170000,243547,2017,Bull,Wealth
INV0674,Female,65,Boomer,Medium,Salaried,Non-Metro,MF,TV,1–3,Monthly,Moderate,Lump_Sum,4,No,125000,175743,2021,Bull,Wealth
INV0675,Female,26,Millennial,High,Salaried,Non-Metro,MF,Newspaper,1–3,Monthly,Moderate,Lump_Sum,6,No,305000,292408,2024,Volatile,Wealth
INV0676,Female,65,Boomer,Low,Self-Employed,Metro,MF,Newspaper,3–5,Monthly,Moderate,SIP,4,No,225000,347995,2018,Bull,Wealth
INV0677,Male,48,Gen X,Medium,Self-Employed,Non-Metro,MF,Newspaper,1–3,Weekly,Moderate,SIP,4,No,225000,256607,2024,Volatile,Wealth
INV0678,Female,62,Boomer,High,Salaried,Metro,FD,Newspaper,<1,Weekly,Low,SIP,2,Yes,545000,504570,2019,Bear,Wealth
INV0679,Female,32,Millennial,Low,Salaried,Non-Metro,Equity,Newspaper,3–5,Monthly,High,Lump_Sum,9,No,385000,351623,2024,Bear,Wealth
INV0680,Female,48,Gen X,Low,Self-Employed,Metro,MF,Internet,3–5,Monthly,High,SIP,9,No,680000,772790,2015,Bull,Safety
INV0681,Male,61,Boomer,Medium,Salaried,Metro,Bonds,Newspaper,<1,Monthly,Low,SIP,2,Yes,335000,366858,2022,Volatile,Wealth
INV0682,Male,41,Gen X,Low,Salaried,Non-Metro,Equity,Internet,3–5,Daily,High,SIP,9,No,545000,808148,2022,Bull,Tax
INV0683,Female,49,Gen X,Medium,Salaried,Metro,MF,TV,>5,Daily,Moderate,SIP,6,No,60000,58088,2016,Volatile,Tax
INV0684,Male,56,Boomer,High,Salaried,Non-Metro,FD,Internet,1–3,Daily,Low,SIP,2,Yes,215000,193829,2018,Bear,Wealth
INV0685,Male,29,Millennial,Low,Self-Employed,Metro,MF,Consultant,1–3,Weekly,Moderate,SIP,6,No,885000,717780,2023,Bear,Safety
INV0686,Male,42,Gen X,Low,Self-Employed,Non-Metro,MF,Newspaper,<1,Monthly,Moderate,SIP,5,No,995000,883800,2018,Bear,Wealth
INV0687,Male,31,Millennial,High,Self-Employed,Non-Metro,FD,Internet,<1,Weekly,Low,SIP,2,Yes,405000,618551,2016,Bull,Wealth
INV0688,Female,23,Gen Z,Medium,Salaried,Metro,Gold,Internet,1–3,Weekly,Moderate,SIP,7,No,825000,1218722,2020,Bull,Wealth
INV0689,Male,38,Millennial,High,Salaried,Non-Metro,Gold,Internet,3–5,Monthly,Moderate,Lump_Sum,7,No,970000,953624,2023,Bear,Wealth
INV0690,Female,56,Boomer,Medium,Self-Employed,Non-Metro,Bonds,Consultant,>5,Daily,Moderate,Lump_Sum,7,No,920000,908722,2015,Bear,Wealth
INV0691,Female,37,Millennial,Medium,Salaried,Non-Metro,Gold,Internet,3–5,Daily,Moderate,Lump_Sum,5,No,460000,529367,2024,Volatile,Safety
INV0692,Female,50,Gen X,Low,Salaried,Metro,Equity,TV,1–3,Monthly,High,SIP,8,No,830000,736925,2016,Bear,Safety
INV0693,Male,50,Gen X,Low,Self-Employed,Metro,FD,Newspaper,<1,Monthly,Low,Lump_Sum,3,Yes,95000,90751,2016,Volatile,Tax
INV0694,Female,50,Gen X,Low,Self-Employed,Metro,MF,TV,>5,Weekly,Moderate,Lump_Sum,5,No,350000,351721,2015,Volatile,Wealth
INV0695,Male,50,Gen X,Medium,Salaried,Metro,MF,TV,>5,Daily,Moderate,Lump_Sum,7,No,510000,510252,2020,Volatile,Wealth
INV0696,Female,63,Boomer,Medium,Self-Employed,Non-Metro,PPF,Consultant,>5,Daily,Low,Lump_Sum,1,Yes,965000,1094562,2020,Volatile,Tax
INV0697,Female,59,Boomer,High,Salaried,Metro,PPF,Newspaper,3–5,Monthly,Low,Lump_Sum,3,No,690000,827547,2018,Volatile,Tax
INV0698,Male,48,Gen X,High,Salaried,Metro,Equity,Newspaper,1–3,Monthly,High,SIP,9,No,360000,341910,2018,Bear,Safety
INV0699,Female,36,Millennial,Medium,Self-Employed,Non-Metro,Bonds,Internet,3–5,Daily,Moderate,SIP,7,No,665000,719241,2020,Volatile,Wealth
